,latitude,longitude
0,42.06018936796115,-87.67553965900325
1,42.060187847445434,-87.67554246103452
2,42.06018417871903,-87.67561685516706
3,42.06016128861428,-87.67566810127987
4,42.051741612223296,-87.67816155692664
5,42.051757279791275,-87.67816180058
6,42.051738167501775,-87.67815372927879
7,42.05174828075483,-87.67815025670724
8,42.051787888932715,-87.67816140890048
9,42.05181131322856,-87.6781486481559
10,42.05184951625111,-87.67816003905118
11,42.05180401520648,-87.67825377103465
12,42.05178493359472,-87.67827721289531
13,42.05175186348072,-87.67828557059963
14,42.058027477492125,-87.67692313612342
15,42.05804885340376,-87.67695586363382
16,42.05804889026171,-87.67695398938535
17,42.05803782951708,-87.67691034785838
18,42.057983521043724,-87.67692112857233
19,42.05797259052527,-87.67691770584828
20,42.05798735672319,-87.67691611101083
21,42.05808862000385,-87.67689258653508
22,42.05823936661363,-87.6769222802808
23,42.05800589110499,-87.67703579063718
24,42.0501516,-87.677644
25,42.0501655,-87.6776119
26,42.0502452,-87.6775863
27,42.0502166,-87.677632
28,42.0501022,-87.677411
29,42.0500984,-87.6773253
30,42.0501115,-87.6773406
31,42.0501008,-87.6773301
32,42.0500919,-87.677341
33,42.050094,-87.6773428
34,42.05322424853603,-87.67326683095754
35,42.0532248862544,-87.67327265184707
36,42.053170914965115,-87.67343667726755
37,42.05311054612162,-87.67347079552917
38,42.05311336989564,-87.67345082792654
39,42.05312799863622,-87.67344253715966
40,42.05312136080756,-87.6734472572063
41,42.052722318350966,-87.67373020846573
42,42.05260442322355,-87.67401901193477
43,42.052507147384325,-87.67426797521806
44,42.05636918180284,-87.67461066379705
45,42.05633467535701,-87.67465940522192
46,42.056327384360046,-87.67463342849867
47,42.05631748136347,-87.67464143515973
48,42.05628852324136,-87.67464842942509
49,42.056226550924656,-87.67470098366489
50,42.05627812919417,-87.67465865424796
51,42.05628376758629,-87.67467459961019
52,42.05627799611338,-87.67473290146133
53,42.0562378199952,-87.67475238521536
54,42.050710885008726,-87.6779713812339
55,42.05069498570533,-87.67797357347729
56,42.05069837415323,-87.67796830584078
57,42.05071587121741,-87.6779792867392
58,42.050721612026216,-87.67797646715336
59,42.05071520137223,-87.67796477687172
60,42.050719619682724,-87.67797729517584
61,42.0507059607684,-87.6779988506244
62,42.050681977491124,-87.6780145010198
63,42.05067490995129,-87.67789294190227
64,42.05162239264888,-87.67288427808104
65,42.05162859525723,-87.67292258337854
66,42.051633289123004,-87.67294219703197
67,42.05163496550364,-87.67294001773715
68,42.0516221831013,-87.67291453675149
69,42.05162230882985,-87.67290288590608
70,42.05161308873636,-87.67290732831476
71,42.05161631576908,-87.67289634802161
72,42.05161468129796,-87.67288478099523
73,42.05159984532935,-87.67286919065533
74,42.05076372694724,-87.67808754241901
75,42.05076307937149,-87.67809231575572
76,42.05078103808389,-87.67812919490993
77,42.050733400293794,-87.67814333187793
78,42.05068539152764,-87.67807426647137
79,42.050696505873496,-87.67790714319732
80,42.05065980942207,-87.67774479232227
81,42.05098884940879,-87.67757647441954
82,42.05080552246305,-87.67763666968604
83,42.05117437226049,-87.67746567934067
84,42.0519011,-87.6757813
85,42.0519535,-87.6757711
86,42.0519269,-87.6758178
87,42.0519358,-87.6757833
88,42.0519095,-87.6757535
89,42.0517227,-87.6758657
90,42.0518235,-87.676352
91,42.051588,-87.6767459
92,42.0513329,-87.6772375
93,42.0512355,-87.6774489
94,42.0573335232704,-87.6768949093243
95,42.05734203088179,-87.67689962851492
96,42.05731536028504,-87.67691729942581
97,42.05730523869272,-87.67695049639738
98,42.05730944101844,-87.67694976670703
99,42.057310108989846,-87.67696779475379
100,42.05733726582775,-87.67698543053783
101,42.057283186397584,-87.67708681328277
102,42.05713438891691,-87.67710096790624
103,42.056960938786325,-87.67711004996725
104,42.05164737231884,-87.67820737108197
105,42.051680929493706,-87.67824047886798
106,42.05168992322285,-87.67829042786188
107,42.075791107600025,-87.656014037703
108,42.075791107600025,-87.656014037703
109,42.075791107600025,-87.656014037703
110,42.075791107600025,-87.656014037703
111,42.075791107600025,-87.656014037703
112,42.075791107600025,-87.656014037703
113,42.075791107600025,-87.656014037703
114,42.05164806891826,-87.6809901964751
115,42.05166733833736,-87.68099589154376
116,42.05166900974383,-87.68099909069589
117,42.05167180840567,-87.68100359034656
118,42.05168675437704,-87.68106143842735
119,42.05165924613937,-87.68099020633102
120,42.05163868480377,-87.68101466958034
121,42.051609390438344,-87.68098787217235
122,42.05159506625701,-87.68092076985107
123,42.051659226978444,-87.68094955050964
124,42.05162569954417,-87.68122410924919
125,42.05162458876623,-87.68122410118934
126,42.05162074992991,-87.68122507165656
127,42.051618496397126,-87.6812234777133
128,42.051611253190416,-87.68125810391098
129,42.0516031191103,-87.68126089725077
130,42.05156268277838,-87.68126062823742
131,42.051542259578675,-87.68126259856818
132,42.05152327202042,-87.68125118871285
133,42.051482923313266,-87.68117606212802
134,42.05164506569696,-87.67359791331708
135,42.051650681572085,-87.6735760365498
136,42.05166438598377,-87.67355550088703
137,42.05166853502584,-87.6735466998887
138,42.051665140355055,-87.67355717726767
139,42.051662206688945,-87.67355147757351
140,42.05166589472634,-87.6735366416049
141,42.051673438439195,-87.67351409428537
142,42.0516697504018,-87.67346908346533
143,42.05165994357509,-87.6734190435034
144,42.05063839912605,-87.67807167031586
145,42.050641081335066,-87.6780646295172
146,42.05066614322555,-87.67808047131419
147,42.05066144935977,-87.67808667392254
148,42.05065671358448,-87.67803328119933
149,42.05068261366528,-87.67797729008615
150,42.05069594089132,-87.67799505972087
151,42.05070377797079,-87.67798550435126
152,42.05067272301954,-87.6778399945122
153,42.05054925758582,-87.67777478330552
154,42.05298504958678,-87.67337941832862
155,42.05304459302177,-87.67335803301025
156,42.05308458753286,-87.67336444559665
157,42.05309870026998,-87.6733743791729
158,42.05310043765907,-87.67335303992094
159,42.053096653847064,-87.67335255779643
160,42.05308368867132,-87.67333795417775
161,42.053068852969794,-87.67333689401079
162,42.0529552331604,-87.67332691400043
163,42.05280200320907,-87.67339779716168
164,42.04956767216379,-87.67513863046328
165,42.0495723565206,-87.67514662752536
166,42.049581649747836,-87.6751461288847
167,42.04958681911218,-87.67514958347503
168,42.049585537155195,-87.67515230607694
169,42.04958318196939,-87.67516159518303
170,42.04958855123001,-87.67517290494342
171,42.04959446622597,-87.6752449113097
172,42.04966418890962,-87.67527852518936
173,42.049799350830305,-87.6752149674749
174,42.05398181457264,-87.67801475719332
175,42.05398080874426,-87.67801911578297
176,42.05398080874426,-87.67801911578297
177,42.05398080874426,-87.67801911578297
178,42.05398080874426,-87.67801911578297
179,42.05398080874426,-87.67801911578297
180,42.05397452231688,-87.6780295093429
181,42.05397452231688,-87.6780295093429
